subject,activity,sensor,component,domain,var,aggregation_type,value
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,X,mean,-0.619513271851703
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,X,mean,-0.583772317445122
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,X,mean,-0.700885147341803
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,X,mean,-0.622462544449351
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,X,mean,-0.994496322758621
18,LAYING,Accelerometer,Body,Frequency,X,mean,-0.714227764615385
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,X,mean,-0.587050355097528
20,LAYING,Accelerometer,Body,Frequency,X,mean,-0.612641113666949
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,X,mean,-0.693486097144118
22,SITTING,Accelerometer,Body,Frequency,X,mean,-0.0414589456
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,X,mean,-0.63565324919699
23,SITTING,Accelerometer,Body,Frequency,X,mean,-0.599080886430645
24,LAYING,Accelerometer,Body,Frequency,X,mean,-0.707613779580052
25,SITTING,Accelerometer,Body,Frequency,X,mean,-0.748416509682152
26,SITTING,Accelerometer,Body,Frequency,X,mean,-0.65109030186199
27,SITTING,Accelerometer,Body,Frequency,X,mean,-0.681454795855319
28,SITTING,Accelerometer,Body,Frequency,X,mean,-0.68776883432233
28,STANDING,Accelerometer,Body,Frequency,X,mean,-0.614814832168182
29,STANDING,Accelerometer,Body,Frequency,X,mean,-0.579901000186134
30,STANDING,Accelerometer,Body,Frequency,X,mean,-0.635650125322193
1,WALKING,Accelerometer,Body,Frequency,Y,mean,-0.406435448904438
2,STANDING,Accelerometer,Body,Frequency,Y,mean,-0.432566581302351
3,WALKING,Accelerometer,Body,Frequency,Y,mean,-0.501779938505279
4,STANDING,Accelerometer,Body,Frequency,Y,mean,-0.52583456615142
5,WALKING,Accelerometer,Body,Frequency,Y,mean,-0.440232431795033
6,WALKING,Accelerometer,Body,Frequency,Y,mean,-0.392041410138769
7,WALKING,Accelerometer,Body,Frequency,Y,mean,-0.563547785174026
8,WALKING,Accelerometer,Body,Frequency,Y,mean,-0.581854533434343
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Y,mean,-0.262394129472527
9,STANDING,Accelerometer,Body,Frequency,Y,mean,-0.610267804090278
10,LAYING,Accelerometer,Body,Frequency,Y,mean,-0.384966594429798
10,STANDING,Accelerometer,Body,Frequency,Y,mean,-0.720876538833333
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Y,mean,-0.531455265662532
12,LAYING,Accelerometer,Body,Frequency,Y,mean,-0.523287078731563
13,LAYING,Accelerometer,Body,Frequency,Y,mean,-0.493467193137125
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Y,mean,-0.455237617000929
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Y,mean,-0.507735205778384
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Y,mean,-0.671572147098798
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Y,mean,-0.569180425379852
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Y,mean,-0.982367664137931
18,LAYING,Accelerometer,Body,Frequency,Y,mean,-0.663659666593407
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Y,mean,-0.521888076609778
20,LAYING,Accelerometer,Body,Frequency,Y,mean,-0.426398722000395
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Y,mean,-0.59377821414902
22,SITTING,Accelerometer,Body,Frequency,Y,mean,0.1231057773
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Y,mean,-0.554621367574582
23,SITTING,Accelerometer,Body,Frequency,Y,mean,-0.548483208943548
24,LAYING,Accelerometer,Body,Frequency,Y,mean,-0.611509042586877
25,SITTING,Accelerometer,Body,Frequency,Y,mean,-0.600027697242054
26,SITTING,Accelerometer,Body,Frequency,Y,mean,-0.610425833240306
27,SITTING,Accelerometer,Body,Frequency,Y,mean,-0.641267840429521
28,SITTING,Accelerometer,Body,Frequency,Y,mean,-0.622841114519417
28,STANDING,Accelerometer,Body,Frequency,Y,mean,-0.540562190071023
29,STANDING,Accelerometer,Body,Frequency,Y,mean,-0.587686308146221
30,STANDING,Accelerometer,Body,Frequency,Y,mean,-0.55849001001906
1,WALKING,Accelerometer,Body,Frequency,Z,mean,-0.596411165253602
2,STANDING,Accelerometer,Body,Frequency,Z,mean,-0.630081222124834
3,WALKING,Accelerometer,Body,Frequency,Z,mean,-0.699656828592375
4,STANDING,Accelerometer,Body,Frequency,Z,mean,-0.755235428895899
5,WALKING,Accelerometer,Body,Frequency,Z,mean,-0.696171811490066
6,WALKING,Accelerometer,Body,Frequency,Z,mean,-0.683725945015385
7,WALKING,Accelerometer,Body,Frequency,Z,mean,-0.531005941495552
8,WALKING,Accelerometer,Body,Frequency,Z,mean,-0.779333525707071
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Z,mean,-0.426764775743407
9,STANDING,Accelerometer,Body,Frequency,Z,mean,-0.592119122804271
10,LAYING,Accelerometer,Body,Frequency,Z,mean,-0.554573027192929
10,STANDING,Accelerometer,Body,Frequency,Z,mean,-0.862321343125
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Z,mean,-0.750026145791139
12,LAYING,Accelerometer,Body,Frequency,Z,mean,-0.7266403145
13,LAYING,Accelerometer,Body,Frequency,Z,mean,-0.629736258731804
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Z,mean,-0.440650672343653
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Z,mean,-0.741745724698171
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Z,mean,-0.660989948160437
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Z,mean,-0.696059808678466
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Z,mean,-0.986495766206897
18,LAYING,Accelerometer,Body,Frequency,Z,mean,-0.761229192087912
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Z,mean,-0.647026298284028
20,LAYING,Accelerometer,Body,Frequency,Z,mean,-0.665006945724294
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Z,mean,-0.707713799021814
22,SITTING,Accelerometer,Body,Frequency,Z,mean,-0.198565773954545
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Z,mean,-0.723282881277592
23,SITTING,Accelerometer,Body,Frequency,Z,mean,-0.49021281618414
24,LAYING,Accelerometer,Body,Frequency,Z,mean,-0.65585899482231
25,SITTING,Accelerometer,Body,Frequency,Z,mean,-0.738509947579462
26,SITTING,Accelerometer,Body,Frequency,Z,mean,-0.724046087155612
27,SITTING,Accelerometer,Body,Frequency,Z,mean,-0.715482857547872
28,SITTING,Accelerometer,Body,Frequency,Z,mean,-0.741462254985437
28,STANDING,Accelerometer,Body,Frequency,Z,mean,-0.684319004011364
29,STANDING,Accelerometer,Body,Frequency,Z,mean,-0.680547675465116
30,STANDING,Accelerometer,Body,Frequency,Z,mean,-0.634958546900783
1,WALKING,Accelerometer,Body,Frequency,X,std,-0.553060616663401
2,STANDING,Accelerometer,Body,Frequency,X,std,-0.619788102803311
3,WALKING,Accelerometer,Body,Frequency,X,std,-0.623805015199413
4,STANDING,Accelerometer,Body,Frequency,X,std,-0.597551324155678
5,WALKING,Accelerometer,Body,Frequency,X,std,-0.492829885748675
6,WALKING,Accelerometer,Body,Frequency,X,std,-0.506680276530492
7,WALKING,Accelerometer,Body,Frequency,X,std,-0.572347541484091
8,WALKING,Accelerometer,Body,Frequency,X,std,-0.750599893474747
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,X,std,-0.495451225035714
9,STANDING,Accelerometer,Body,Frequency,X,std,-0.547995744907986
10,LAYING,Accelerometer,Body,Frequency,X,std,-0.393411346447475
10,STANDING,Accelerometer,Body,Frequency,X,std,-0.845922740729167
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,X,std,-0.579491754749367
12,LAYING,Accelerometer,Body,Frequency,X,std,-0.586922577889687
13,LAYING,Accelerometer,Body,Frequency,X,std,-0.620602036452599
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,X,std,-0.609406374110062
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,X,std,-0.547150855443902
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,X,std,-0.656969045058415
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,X,std,-0.559142964689676
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,X,std,-0.995250992758621
18,LAYING,Accelerometer,Body,Frequency,X,std,-0.687850549203297
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,X,std,-0.5708979748225
20,LAYING,Accelerometer,Body,Frequency,X,std,-0.60314894923565
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,X,std,-0.665349663426471
22,SITTING,Accelerometer,Body,Frequency,X,std,0.118339545340909
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,X,std,-0.57658611649398
23,SITTING,Accelerometer,Body,Frequency,X,std,-0.633839114436559
24,LAYING,Accelerometer,Body,Frequency,X,std,-0.664356691751496
25,SITTING,Accelerometer,Body,Frequency,X,std,-0.705223686579951
26,SITTING,Accelerometer,Body,Frequency,X,std,-0.61349959767602
27,SITTING,Accelerometer,Body,Frequency,X,std,-0.654659392263298
28,SITTING,Accelerometer,Body,Frequency,X,std,-0.683199944917476
28,STANDING,Accelerometer,Body,Frequency,X,std,-0.606381585607955
29,STANDING,Accelerometer,Body,Frequency,X,std,-0.5727879490375
30,STANDING,Accelerometer,Body,Frequency,X,std,-0.609238911508407
1,WALKING,Accelerometer,Body,Frequency,Y,std,-0.390150939647061
2,STANDING,Accelerometer,Body,Frequency,Y,std,-0.464723862913245
3,WALKING,Accelerometer,Body,Frequency,Y,std,-0.502753639795894
4,STANDING,Accelerometer,Body,Frequency,Y,std,-0.534661524341987
5,WALKING,Accelerometer,Body,Frequency,Y,std,-0.422162171100331
6,WALKING,Accelerometer,Body,Frequency,Y,std,-0.396677793847908
7,WALKING,Accelerometer,Body,Frequency,Y,std,-0.567046977262987
8,WALKING,Accelerometer,Body,Frequency,Y,std,-0.581953413010101
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Y,std,-0.268071852098901
9,STANDING,Accelerometer,Body,Frequency,Y,std,-0.586766083232639
10,LAYING,Accelerometer,Body,Frequency,Y,std,-0.42583273029202
10,STANDING,Accelerometer,Body,Frequency,Y,std,-0.751383960510417
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Y,std,-0.502570240243354
12,LAYING,Accelerometer,Body,Frequency,Y,std,-0.553076639139062
13,LAYING,Accelerometer,Body,Frequency,Y,std,-0.462584458627829
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Y,std,-0.376829989404644
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Y,std,-0.501568435233384
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Y,std,-0.661844530506831
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Y,std,-0.542590163514454
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Y,std,-0.97835155862069
18,LAYING,Accelerometer,Body,Frequency,Y,std,-0.632838238002747
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Y,std,-0.530901585022361
20,LAYING,Accelerometer,Body,Frequency,Y,std,-0.381534028764124
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Y,std,-0.578748586831863
22,SITTING,Accelerometer,Body,Frequency,Y,std,0.190673821868182
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Y,std,-0.567546209132776
23,SITTING,Accelerometer,Body,Frequency,Y,std,-0.554471679592177
24,LAYING,Accelerometer,Body,Frequency,Y,std,-0.594676790059055
25,SITTING,Accelerometer,Body,Frequency,Y,std,-0.529064652290954
26,SITTING,Accelerometer,Body,Frequency,Y,std,-0.600274809826275
27,SITTING,Accelerometer,Body,Frequency,Y,std,-0.649506674776596
28,SITTING,Accelerometer,Body,Frequency,Y,std,-0.623192236384369
28,STANDING,Accelerometer,Body,Frequency,Y,std,-0.56224204456875
29,STANDING,Accelerometer,Body,Frequency,Y,std,-0.630978844851831
30,STANDING,Accelerometer,Body,Frequency,Y,std,-0.531321491840992
1,WALKING,Accelerometer,Body,Frequency,Z,std,-0.498583091676081
2,STANDING,Accelerometer,Body,Frequency,Z,std,-0.600678614835099
3,WALKING,Accelerometer,Body,Frequency,Z,std,-0.657443765803519
4,STANDING,Accelerometer,Body,Frequency,Z,std,-0.708764043722397
5,WALKING,Accelerometer,Body,Frequency,Z,std,-0.649351210748344
6,WALKING,Accelerometer,Body,Frequency,Z,std,-0.694365207233846
7,WALKING,Accelerometer,Body,Frequency,Z,std,-0.460792123277305
8,WALKING,Accelerometer,Body,Frequency,Z,std,-0.775167074012121
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Z,std,-0.370711173704945
9,STANDING,Accelerometer,Body,Frequency,Z,std,-0.501074006965903
10,LAYING,Accelerometer,Body,Frequency,Z,std,-0.511764535653535
10,STANDING,Accelerometer,Body,Frequency,Z,std,-0.86121794721875
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Z,std,-0.652095671108544
12,LAYING,Accelerometer,Body,Frequency,Z,std,-0.709983235125
13,LAYING,Accelerometer,Body,Frequency,Z,std,-0.599036895271407
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Z,std,-0.275013722171486
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Z,std,-0.711431340356707
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Z,std,-0.605646725307104
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Z,std,-0.629065517609145
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Z,std,-0.978759603793103
18,LAYING,Accelerometer,Body,Frequency,Z,std,-0.694874090513736
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Z,std,-0.680291382637222
20,LAYING,Accelerometer,Body,Frequency,Z,std,-0.647515612457627
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Z,std,-0.675588192778676
22,SITTING,Accelerometer,Body,Frequency,Z,std,-0.1092913705
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Z,std,-0.706443300175585
23,SITTING,Accelerometer,Body,Frequency,Z,std,-0.474767543716048
24,LAYING,Accelerometer,Body,Frequency,Z,std,-0.655360521446194
25,SITTING,Accelerometer,Body,Frequency,Z,std,-0.630224637674572
26,SITTING,Accelerometer,Body,Frequency,Z,std,-0.718490475765306
27,SITTING,Accelerometer,Body,Frequency,Z,std,-0.692130765962766
28,SITTING,Accelerometer,Body,Frequency,Z,std,-0.713211963058252
28,STANDING,Accelerometer,Body,Frequency,Z,std,-0.675349070397727
29,STANDING,Accelerometer,Body,Frequency,Z,std,-0.602550925183721
30,STANDING,Accelerometer,Body,Frequency,Z,std,-0.506570361273995
1,WALKING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.547348892435764
2,STANDING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.561682049622185
3,WALKING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.645893496630499
4,STANDING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.652023078038801
5,WALKING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.604769869438742
6,WALKING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.549394273848923
7,WALKING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.637521940243831
8,WALKING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.766583223
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_X,mean,-0.496470870779121
9,STANDING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.621377141312847
10,LAYING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.412057314516667
10,STANDING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.826063598282292
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_X,mean,-0.676672987166456
12,LAYING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.599109317756219
13,LAYING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.66008217407156
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_X,mean,-0.654385009392879
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_X,mean,-0.643469519361585
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_X,mean,-0.744662041612022
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_X,mean,-0.692948207482301
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_X,mean,-0.994117062068966
18,LAYING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.750020077252747
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_X,mean,-0.593157169174611
20,LAYING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.652264226931438
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_X,mean,-0.71641413145049
22,SITTING,Accelerometer,Body,Frequency,Jerk_X,mean,0.00774466264545455
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_X,mean,-0.649283145619064
23,SITTING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.617521836605645
24,LAYING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.752245372493438
25,SITTING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.804144642836186
26,SITTING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.699413168295663
27,SITTING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.714554678365692
28,SITTING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.718019745738835
28,STANDING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.650093316014205
29,STANDING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.629875853152035
30,STANDING,Accelerometer,Body,Frequency,Jerk_X,mean,-0.685307771157441
1,WALKING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.507343617969859
2,STANDING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.50890379901457
3,WALKING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.582949919157742
4,STANDING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.601696223759495
5,WALKING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.550991969857417
6,WALKING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.503558973703692
7,WALKING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.641687333850227
8,WALKING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.6623484276
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.405368968365934
9,STANDING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.699766614569444
10,LAYING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.463058241109444
10,STANDING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.744950073
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.632374688606013
12,LAYING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.591296422972219
13,LAYING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.603340489937615
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.598699531399381
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.609408057377744
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.748627001551913
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.669598735445428
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.988820999655172
18,LAYING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.744113444532967
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.596694943936944
20,LAYING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.557791286001412
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.678615118728922
22,SITTING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.042898966
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.613419188476589
23,SITTING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.628231338392742
24,LAYING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.703641614506562
25,SITTING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.740570312249389
26,SITTING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.696726473912755
27,SITTING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.694509658473138
28,SITTING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.705976257345146
28,STANDING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.629450020630682
29,STANDING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.641289075786337
30,STANDING,Accelerometer,Body,Frequency,Jerk_Y,mean,-0.671673670524282
1,WALKING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.695305113832853
2,STANDING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.715745330403973
3,WALKING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.780101644193548
4,STANDING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.825154871135647
5,WALKING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.768762357980132
6,WALKING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.720867157741538
7,WALKING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.642515716574286
8,WALKING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.825870984707071
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.545511445001648
9,STANDING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.702931927996528
10,LAYING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.645684616799495
10,STANDING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.878450186458333
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.825559590221519
12,LAYING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.7754265825625
13,LAYING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.710831730361468
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.618712162187307
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.805543465588415
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.752302172079235
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.786440272035398
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.990597965172414
18,LAYING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.833032083021978
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.680924493180556
20,LAYING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.732835648957627
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.767351986555392
22,SITTING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.38815349
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.765568239732441
23,SITTING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.578870810235484
24,LAYING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.719655747391076
25,SITTING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.849504849486553
26,SITTING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.76956529125
27,SITTING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.76857445225266
28,SITTING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.804585188883495
28,STANDING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.749187660607954
29,STANDING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.768433928313954
30,STANDING,Accelerometer,Body,Frequency,Jerk_Z,mean,-0.755432212793734
1,WALKING,Accelerometer,Body,Frequency,Jerk_X,std,-0.543979776127867
2,STANDING,Accelerometer,Body,Frequency,Jerk_X,std,-0.595105612895033
3,WALKING,Accelerometer,Body,Frequency,Jerk_X,std,-0.657844055881525
4,STANDING,Accelerometer,Body,Frequency,Jerk_X,std,-0.644622004704416
5,WALKING,Accelerometer,Body,Frequency,Jerk_X,std,-0.584013626983444
6,WALKING,Accelerometer,Body,Frequency,Jerk_X,std,-0.555346159400332
7,WALKING,Accelerometer,Body,Frequency,Jerk_X,std,-0.626785744584416
8,WALKING,Accelerometer,Body,Frequency,Jerk_X,std,-0.772811330494949
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_X,std,-0.50375369885989
9,STANDING,Accelerometer,Body,Frequency,Jerk_X,std,-0.572819893733993
10,LAYING,Accelerometer,Body,Frequency,Jerk_X,std,-0.418627017293636
10,STANDING,Accelerometer,Body,Frequency,Jerk_X,std,-0.831379930459062
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_X,std,-0.672195644346519
12,LAYING,Accelerometer,Body,Frequency,Jerk_X,std,-0.602960063359688
13,LAYING,Accelerometer,Body,Frequency,Jerk_X,std,-0.649606227431844
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_X,std,-0.661460356953251
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_X,std,-0.637655155092835
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_X,std,-0.73477673661306
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_X,std,-0.649348718874041
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_X,std,-0.994459398275862
18,LAYING,Accelerometer,Body,Frequency,Jerk_X,std,-0.742517893708791
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_X,std,-0.586910128980833
20,LAYING,Accelerometer,Body,Frequency,Jerk_X,std,-0.634710081102825
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_X,std,-0.709800728388235
22,SITTING,Accelerometer,Body,Frequency,Jerk_X,std,-0.0416593402068182
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_X,std,-0.643720768424415
23,SITTING,Accelerometer,Body,Frequency,Jerk_X,std,-0.635054351475538
24,LAYING,Accelerometer,Body,Frequency,Jerk_X,std,-0.751378154304462
25,SITTING,Accelerometer,Body,Frequency,Jerk_X,std,-0.807712525721271
26,SITTING,Accelerometer,Body,Frequency,Jerk_X,std,-0.694314518927551
27,SITTING,Accelerometer,Body,Frequency,Jerk_X,std,-0.712857956529255
28,SITTING,Accelerometer,Body,Frequency,Jerk_X,std,-0.734238501912621
28,STANDING,Accelerometer,Body,Frequency,Jerk_X,std,-0.668766481176136
29,STANDING,Accelerometer,Body,Frequency,Jerk_X,std,-0.651564188964826
30,STANDING,Accelerometer,Body,Frequency,Jerk_X,std,-0.701879208571802
1,WALKING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.466251676533372
2,STANDING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.509147543673841
3,WALKING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.559851186088408
4,STANDING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.593855151524606
